Series Name,Series Code,Country Name,1990 [YR1990],2000 [YR2000],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Australia,45.54570196,52.18237329,43.28925329,48.59522852,47.42353407,46.49406681,45.42640365,44.33962301,38.8909618,35.53051086,33.76952579,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Austria,42.0229541,49.83627717,39.37843685,38.85705085,40.44311755,40.17602506,39.93408277,39.24594577,41.2705014,42.18276252,41.53123493,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Azerbaijan,8.591418863,9.869739639,14.76175784,15.59157051,16.56549439,18.29816292,18.51983664,18.6739251,18.86988253,18.68413059,17.51731813,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,"Bahamas, The",27.25776124,38.40253359,38.11104094,36.37994652,35.8709341,36.30459885,36.29422519,36.03851882,32.84566786,31.20250601,30.86640989,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Bahrain,18.95274466,25.58605529,19.74717707,19.97416786,18.21794899,21.39006037,22.72043296,21.8815002,21.18009599,20.60084164,20.80285732,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Bangladesh,0.203006268,0.371121682,0.908600595,0.825999595,0.847495765,0.639594695,0.621601676,0.69117677,0.614576497,0.538779547,0.475934424,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Barbados,27.81758028,46.34604588,48.62516839,48.63694688,49.03279647,49.91696356,50.61700933,52.2529897,47.46282326,52.01438699,48.44351983,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Belarus,15.34287992,27.57016509,38.90928662,41.81469559,43.60519941,44.52702539,46.85799625,47.75840314,48.50133907,49.0371467,49.01043655,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Belgium,39.21161054,49.04787318,43.94973642,42.6799004,42.40615913,42.10417864,41.90544475,41.3031646,40.67035341,40.13722647,38.95091907,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Belize,9.234772223,14.98579129,10.60283978,10.35426688,9.814805813,9.119767295,7.842683454,7.246459777,6.681226049,6.790315249,6.471472063,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Benin,0.295484888,0.743146929,1.284801466,1.37595483,1.403047678,1.561535799,1.559244319,1.544470398,1.845953256,1.789237845,1.118552724,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Bermuda,62.40844175,89.23564142,89.07170582,89.02672345,88.99016181,..,105.8022571,110.191151,44.65865172,18.29881973,..,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Bhutan,0.349237874,2.506423319,3.969463664,3.739734466,3.667257605,3.768701272,3.640361165,3.512846394,3.111872218,2.809027111,2.679930081,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Bolivia,2.688913204,6.012227273,8.022820192,8.047476506,8.380786052,8.508767299,8.387453275,8.193839493,8.076494626,7.993407787,7.742709456,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Bosnia and Herzegovina,..,20.34235665,26.71073068,25.91560904,25.96550794,24.89858887,23.11769481,22.10540967,22.16340641,20.22900324,19.53261173,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Botswana,1.905251201,7.741935484,7.35794601,7.041089503,6.978070329,7.528963845,8.008742908,8.617149496,8.301632454,7.804529341,6.850507563,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Brazil,6.287406821,17.72229453,21.50294636,21.44648316,21.58771823,21.84771916,22.3025178,22.47838106,21.84199693,21.44640055,20.39012787,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,British Virgin Islands,39.35840574,50.38027418,55.33908851,51.11521362,46.86111009,45.12802019,43.6770151,42.62376063,41.48519011,40.8125,..,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Brunei Darussalam,13.62244044,24.26153025,20.82022179,20.42317444,19.94687557,19.64001063,17.20680772,13.57519675,16.92891152,17.73514196,17.10773217,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Bulgaria,24.6615534,36.02002872,29.18060885,29.61772298,29.28957563,30.9940841,29.30687728,26.89241768,25.34841667,23.26673032,20.95841222,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Burkina Faso,0.183667454,0.45845328,1.010645141,1.010012145,0.926385901,0.884815446,0.858789727,0.811469185,0.71525691,0.41907101,0.347452255,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Burundi,0.141815557,0.299657521,0.352620741,0.34862878,0.37878193,0.314558295,0.17659656,0.209130953,0.206710986,0.201375818,0.175204666,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Cabo Verde,2.342879873,12.35099203,14.82716429,14.79759694,14.76022404,15.18746076,14.20304571,13.26466184,11.62225968,11.49995574,11.64563576,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Cambodia,0.034392,0.252641135,0.309170721,0.383195262,2.498097624,3.628680046,3.93198062,2.781217706,2.343261119,1.635427921,1.425766817,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Cameroon,0.333196386,0.5964447,1.30291228,2.16580875,2.615860297,3.162017391,3.398421844,3.590444289,4.607445354,4.509777209,4.383618833,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Canada,55.30383664,67.88843038,54.69000834,55.42681163,53.89987294,52.98744638,50.88125379,48.09602173,46.17515482,43.52303485,41.37660292,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Cayman Islands,49.30225119,83.96305626,67.59525249,66.60709351,67.2881875,65.77445628,64.95049505,62.83391803,55.55499274,55.92075642,56.23856387,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Central African Republic,0.171929372,0.260230282,..,0.083469147,0.02135671,0.018371509,0.018187005,0.017329457,0.016988013,0.039162355,0.040099506,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Chad,0.067645971,0.123609365,0.407955014,0.512402908,0.437061319,0.263567074,0.224426472,0.244227939,0.178485651,0.125161468,0.099936362,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Channel Islands,..,..,..,..,..,..,..,..,..,..,..,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Chile,6.539727394,21.36930306,20.94202048,20.92377415,20.17034231,19.47086073,18.85220192,18.99708554,19.2864113,19.22488329,19.16710278,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,China,0.587792152,11.31097836,25.34823382,23.21795135,21.64865077,20.83503387,20.19897527,19.26901328,17.89588841,16.48103646,14.66539302,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Colombia,7.249918268,18.02792342,17.56015658,16.31757447,15.47248628,15.13787779,14.81231501,14.77908393,14.67602728,14.35365976,14.19805821,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Comoros,0.790959083,1.282007602,4.436993582,4.621999499,3.105049035,3.30555143,3.344933749,3.129605112,3.123180913,1.895831223,1.656458462,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,"Congo, Dem. Rep.",0.097391648,0.020894905,0.063448845,0.069966285,0.067517633,0.089110985,0.090607892,0,0,0,0,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,"Congo, Rep.",0.665132928,0.703728867,0.233459522,0.290352343,0.325898074,0.336066119,0.344289242,0.352524669,0.35756639,0.363936699,0.355254708,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Costa Rica,9.141735836,22.87094729,31.7190529,32.58993303,22.70782719,21.77688236,20.70817713,19.87738103,17.84651122,17.18458503,16.33175703,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Cote d'Ivoire,0.600480067,1.634502346,1.952361122,1.516395968,1.493118784,1.425965219,1.391827014,1.339554282,1.16648227,1.301922059,1.327146459,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Croatia,17.16875758,38.45947925,43.07398456,42.74068778,43.00869958,42.74068174,40.47757568,38.8898887,36.72670506,34.69744375,33.86769359,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Cuba,3.175672572,4.386674012,9.632213223,9.919419433,10.31420784,10.58362354,10.79342242,10.98275116,11.23423283,11.51997509,11.7656189,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Curacao,..,..,..,57.94190466,53.43317972,44.92387294,41.1274172,40.13290501,37.77280704,38.04563944,35.56135927,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Cyprus,32.08159027,46.65504772,52.60570192,51.35819601,49.9205026,47.70600707,43.19898136,40.50446688,38.42873887,38.39485233,38.02312893,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Czech Republic,15.7238599,37.77073827,23.79913591,24.09643736,22.43194117,20.76988328,19.86294437,18.69709556,18.63885261,17.69122562,15.55886367,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Denmark,56.63443529,71.83957838,54.13014383,50.21901819,47.08662053,44.50876259,41.07550163,37.27562227,33.19756944,29.97311949,27.39546064,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Djibouti,0.967921292,1.342395146,1.840513517,2.049241664,2.215012302,2.178242146,2.321288149,2.369714938,2.472264313,2.545634008,2.730256168,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Dominica,16.3997293,32.57796467,24.68857131,23.24074596,21.75727514,20.99690481,22.65080074,23.81011902,22.73814296,28.32278481,18.25328348,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Dominican Republic,4.709386047,10.32114219,10.10965422,9.767271517,10.11213465,10.83793426,10.98558563,11.25601597,11.64511688,12.25076475,12.48554397,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Ecuador,4.84519676,9.769588291,13.13688802,13.64302761,13.9033997,14.4991359,14.90209565,15.21660671,15.27722327,15.48567023,14.82458494,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,"Egypt, Arab Rep.",2.843740307,8.291327085,15.70040699,13.43217963,12.31897041,10.97621278,10.60121201,8.312445865,7.574243909,7.3609384,7.113448886,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,El Salvador,2.338392875,10.49348241,17.51004913,17.77522187,16.09632699,16.45943363,16.81647996,15.1493095,14.94063366,14.69445543,14.43338967,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Equatorial Guinea,0.347732118,1.177199385,1.5196991,1.47743004,1.944504695,2.02794429,2.019296587,1.964692859,1.942007118,1.417863022,1.21813956,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Eritrea,..,0.775610583,0.750906281,0.872147681,0.944617629,0.985579954,0.980113595,0.977951678,0.9791658,0.979572354,0.952679427,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Estonia,20.44310429,38.27022136,38.08829455,37.81828368,37.13505933,36.45490375,34.7241741,33.13184453,31.7259854,30.27642754,29.03042096,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Ethiopia,0.261013341,0.351303012,1.086025268,1.078594091,1.043549076,0.927373973,0.869411323,0.809185848,0.849687829,0.900164826,1.13108016,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Faroe Islands,47.52139243,53.67060291,43.99508074,42.18548387,40.6909905,39.47649896,37.74289985,43.61721482,42.45653053,40.10627121,46.66249899,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Fiji,5.824897472,10.64502179,15.2989094,16.04520463,15.08844832,14.96046299,10.10778035,7.970467559,8.5397626,8.128464805,8.25960607,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Finland,53.536293,55.0336889,31.02496908,26.75934757,23.28747192,20.04051152,16.44643786,13.86205723,11.73510337,9.83776118,8.348459935,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,France,49.40553029,57.39795467,56.11276293,65.08999016,64.24394061,63.49270059,62.10842542,60.78584841,60.03129981,59.90653479,59.7190065,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,French Polynesia,19.24686192,22.62809409,20.752291,20.46629391,20.49577528,20.30464349,22.84360917,22.32156081,21.77890543,21.21910851,33.24801647,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Gabon,2.192239805,3.180182893,2.236582025,2.400018431,1.952227896,1.411450446,1.384992515,1.151634463,1.080936414,1.071151822,1.057628648,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,"Gambia, The",0.672766797,2.709822006,3.096862833,2.975498854,2.902287224,2.907837963,3.583916035,3.471395702,2.925214542,2.284170042,1.867979518,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Georgia,9.889550207,10.72499716,14.00629393,14.08740965,25.33560251,30.64514728,29.27441845,27.6506573,25.38524424,22.07360136,19.39773517,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Germany,39.61749973,60.1347399,60.32655158,64.55663525,63.72157819,62.00772023,60.50715795,58.86859208,56.89015917,54.92841477,53.73950486,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Ghana,0.302439869,1.129071002,0.622670422,1.128626839,1.14535768,1.147110803,1.123455845,1.043915061,0.984816758,1.021222392,0.91344438,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Gibraltar,40.06260947,86.06997916,81.92244675,82.00362183,82.0428674,82.01763379,78.91537463,..,79.76819499,..,57.98399455,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Greece,38.86278836,51.50936803,47.4029156,54.06632223,53.0881866,51.66997405,49.09096826,48.4598746,47.79804004,47.28239225,46.09706427,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Greenland,29.86349657,46.60519101,40.26113807,38.96126854,38.59158915,35.13580334,33.29987497,31.58615123,30.08886712,27.93539939,..,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Grenada,15.7863033,30.85514662,27.49778701,27.16499195,27.10146451,26.71640939,26.28575221,26.99321038,25.66155236,25.33788217,25.00934021,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Guam,29.91677013,47.87739493,41.37451835,41.29339747,41.0812845,..,41.15226337,40.57556745,40.22775835,40.02707714,..,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Guatemala,2.139605857,6.039092721,10.61590276,10.10247489,10.44936763,11.05859568,11.56176848,12.04439843,10.83435679,10.57422984,10.05795906,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Guinea,0.187704118,0.277963003,0.261762897,0.207679458,0.165501521,0.161268213,0,0,0,0,0,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Guinea-Bissau,0.58532414,0.873548667,0.306344435,0.312333766,0,0,0,0,0,0,0,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Guyana,2.206765668,9.18773196,17.89545195,18.82607499,19.06272023,19.256855,19.38810791,19.61011139,19.87477556,19.07564409,18.856321,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Haiti,0.632901067,0.845162303,1.120534786,1.09573296,0.505234227,0.498362183,0.49145966,0.397384589,0.391916615,0.053679219,0.052978855,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Honduras,1.795340411,4.790475147,11.27734908,9.589691565,8.835861105,7.899024634,7.693017228,7.645330371,6.383670536,5.900722906,5.158286969,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,"Hong Kong SAR, China",42.7163182,57.43482255,60.03297136,61.04380949,61.8719106,61.18954805,61.29340828,61.34819005,60.8556238,59.22870363,58.70102281,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Hungary,9.58914926,37.14996108,30.79811006,30.59172198,29.72883779,29.34420157,29.67697604,29.91497388,30.31511683,31.21889187,31.54546047,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Iceland,51.19962328,69.81729217,64.48185808,60.59992862,60.87686532,59.34383267,55.23848687,50.9879072,51.49113723,49.93615025,48.3569634,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,India,0.584047453,3.112090965,3.22645912,3.113924423,2.910524437,2.688866322,2.501896171,2.318669108,2.130350766,1.990033763,1.881464311,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Indonesia,0.596877718,3.188784588,12.96858714,14.6574939,17.00667309,15.83971304,15.38613391,12.29566903,10.37330055,4.058537527,4.011913748,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,"Iran, Islamic Rep.",3.902079683,14.39251796,34.13115505,35.08711385,34.66876009,36.8143112,37.62993078,38.33394915,37.43599069,38.27426533,38.3021876,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Iraq,4.065124283,2.835996705,3.677561293,5.470692946,5.557037282,5.634950387,5.70809167,5.62709002,5.601867723,5.583405481,5.526278283,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Ireland,27.83768055,48.163111,51.07596945,48.33780078,46.51258259,45.24955979,43.87662291,43.9679476,43.24085912,40.87408205,39.72278511,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Isle of Man,..,..,..,..,..,..,..,..,..,..,..,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Israel,36.15005109,49.45365682,45.3648238,45.58825066,45.92764132,46.40477667,47.01785279,43.95366231,43.8117249,43.08337568,41.60781029,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Italy,39.32653753,47.64847418,36.80907615,37.59973586,37.2446664,36.39999996,35.72137536,34.59245315,33.70124531,33.0529766,33.11032182,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Jamaica,4.451399896,19.11236034,11.64424675,11.08017116,9.595347047,9.804009121,9.142231633,8.992459467,9.093062583,8.987706858,10.97283435,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Japan,44.60390341,49.28390221,38.03569061,52.44816937,51.52515767,50.79243425,50.47182978,50.35194424,50.04525204,50.23382915,50.57326161,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Jordan,7.318309948,13.00478492,8.779771018,8.108932302,7.522270323,6.913943841,6.19788103,5.202384614,5.003229928,4.797783026,4.550001605,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Kazakhstan,8.24549991,12.58418496,22.21463701,24.49574277,25.48563302,26.49894726,26.80441352,26.71437624,26.21443958,24.73279335,23.21889856,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Kenya,0.746595251,0.932413405,1.667014114,1.667554139,0.930714988,0.6746615,0.582625824,0.460737304,0.395183066,0.182884555,0.151796977,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Kiribati,1.689189189,4.05010388,4.21798549,8.618289845,8.590896535,8.524937028,7.937610382,5.862180145,1.924150007,1.399270522,0.932922847,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,"Korea, Dem. People’s Rep.",2.475938704,2.189120291,4.867204914,4.841648351,4.816224309,4.790654294,4.765137671,4.739816224,4.714985519,4.690855527,4.667412451,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,"Korea, Rep.",30.89539823,56.25178213,50.88492577,55.83691126,58.90785827,60.46974266,61.4235245,61.57412856,59.54356624,58.05557216,56.09839089,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Kosovo,..,..,6.130787048,6.130787048,6.130787048,..,..,..,..,..,..,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Kuwait,16.08943505,24.50211963,19.24217153,18.54309074,17.36266455,16.47182694,15.68991317,15.0805742,14.19796854,13.39510336,10.95800546,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Kyrgyz Republic,7.1464753,7.590381142,9.514660955,9.464527395,9.16819563,9.290784224,8.93010557,8.314970866,7.878805657,7.149100775,6.594243399,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Lao PDR,0.162798149,0.758609286,2.081712921,1.59905092,1.612048571,1.650633599,6.771166327,10.36544014,13.35571383,13.71146319,17.7241602,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Latvia,23.27340432,30.98034519,27.72584038,26.58903385,25.45300952,24.90343086,23.10883952,20.63095609,19.59717036,17.52519616,18.17210485,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Lebanon,14.5799937,17.80316377,17.91648909,18.92522682,19.30389865,19.09289755,18.65688102,18.04241461,19.44703432,20.0420332,21.04556661,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Lesotho,0.773504664,1.195975703,2.088531634,2.010178539,1.922026799,1.900896568,2.474671528,2.426890789,2.370142517,1.91357454,1.921406187,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Liberia,0.446055571,0.231676146,0.054455642,0.062123179,0.146690618,0.227688478,0.327746403,0.256166808,0.228344098,0.199847272,0.173361979,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Libya,5.16454838,11.68814484,15.66184347,17.82708018,20.33403238,16.3847587,13.2258304,12.72268529,14.62377899,16.83158991,21.49238271,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Liechtenstein,57.53348408,60.65331037,55.08403125,54.67072048,54.26356589,53.86391118,50.38738542,49.55991875,48.51051245,46.27746189,43.99915182,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Lithuania,21.12204464,33.94813011,24.97160636,24.09472939,24.55432812,23.38744013,22.30774592,20.74921783,19.502594,18.73707264,17.76557199,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Luxembourg,48.11545614,57.06804002,53.47725267,52.9194003,53.63418884,54.05850318,50.9218244,50.45439119,50.50665007,50.96997576,50.91547849,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,"Macao SAR, China",25.89545082,40.94330492,34.66212702,32.68413414,31.49379192,30.44420606,29.19144442,27.96980799,26.68845713,25.00564662,23.93784253,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,"Macedonia, FYR",14.21598141,24.72144782,21.7804818,20.81832542,19.65026429,20.06060203,19.39223253,18.81790544,18.19312343,17.58932436,17.44744955,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Madagascar,0.273199338,0.34928968,0.827283478,0.908239511,0.6739476,1.092595236,1.089817607,1.071339569,1.056679117,1.02859496,0.596359895,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Malawi,0.281990612,0.410228472,0.787461946,0.763949893,1.013128415,1.122307308,1.42894567,0.205157296,0.112679528,0.08355343,0.063106776,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Malaysia,8.707569895,19.76025449,16.53337654,16.27904734,16.30296683,15.72692038,15.69395163,15.26333527,14.60916653,14.6470726,14.49959519,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Maldives,2.890775923,8.957817742,14.95174339,9.538259401,8.712472443,7.255003555,6.837212875,6.537825015,6.413764464,6.120715904,5.803293182,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Mali,0.140242434,0.38226895,0.617096627,0.625371701,0.819007003,0.726211486,0.753886001,0.825806367,0.979292092,1.039487626,1.197115672,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Malta,34.17285069,50.10514589,57.29973669,58.38409732,58.30300091,54.46223344,53.70718434,53.92280725,53.55414208,53.38710089,54.21905253,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Marshall Islands,1.057082452,7.666647495,..,..,..,..,..,..,4.473963465,..,..,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Mauritania,0.29049044,0.700455486,2.230680934,2.117814826,1.982922464,1.952433899,1.714082801,1.388037677,1.290815787,1.257136863,1.273339328,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Mauritius,5.261468085,23.70051547,29.72200606,30.57934973,31.50344653,30.33419439,28.16328737,29.17061434,29.7962376,30.31315886,30.65289473,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Mexico,6.220592901,11.87180878,17.82358835,16.7540903,16.89647179,16.75317814,17.03618521,15.19918611,14.99176873,15.43906046,15.47743571,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,"Micronesia, Fed. Sts.",2.533971411,8.979800801,8.325518192,8.366752258,8.157770293,8.121905941,8.124183955,9.70265285,6.761113731,6.517327207,6.54059961,..
